,LAC,URY,High income,Uruguay,2008,81.94,64.19,5.02,3.04,25.18,35.22,9.98,39.22,55.34,0.15,
,LAC,URY,High income,Uruguay,2009,91.98,77.07,2.75,2.78,40.63,44.45,8.20,36.90,52.77,0.13,
*New survey*,LAC,URY,High income,Uruguay,2010,94.28,79.78,2.58,3.01,40.39,45.53,8.39,38.59,55.10,0.13,
*New survey*,LAC,URY,High income,Uruguay,2011,93.63,78.48,3.06,3.28,41.27,44.26,9.12,37.75,52.79,0.14,
*New survey*,LAC,URY,High income,Uruguay,2012,94.66,79.82,3.21,3.70,42.06,45.24,8.62,37.48,51.63,0.14,
,LAC,VEN,High income,"Venezuela, RB",2006,9.14,14.52,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,
,EAP,VNM,Lower middle income,Vietnam,2006,46.32,28.98,4.92,0.62,29.28,34.64,4.54,18.47,36.66,0.20,
,MNA,WBG,Lower middle income,West Bank and Gaza,2007,26.68,13.30,29.48,0.09,6.59,5.78,0.24,0.88,1.71,0.30,
*New survey*,MNA,WBG,Lower middle income,West Bank and Gaza,2009,28.14,13.13,15.08,1.06,15.97,23.04,1.40,5.57,15.11,0.30,
,MNA,YEM,Lower middle income,"Yemen, Rep.",2005,23.78,21.88,10.70,0.26,11.06,9.21,1.27,7.28,13.30,0.19,
,AFR,ZMB,Lower middle income,Zambia,2010,1.19,1.61,1.07,1.20,245.66,60.32,0.06,0.78,2.17,0.02,
,AFR,ZWE,Low income,Zimbabwe,2007,9.44,8.92,0.27,1.89,19.14,32.20,0.02,4.36,7.63,0.01,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Caveats,,,,,,,,,,,,,,,,
"Argentina is an only-urban household survey (see ""Survey documentation and methodology"" page). 
It is important to note that the extent to which information on specific social protection and labor (SPL) transfers and programs is captured in the household surveys can vary a lot across countries. Often household surveys do not capture the universe of social protection and labor (SPL) programs in the country, at the best only  the largest programs.  
Therefore, country program information on country SPL programs included in ASPIRE is limited to what is captured by the respective national household surveys only and does not necessarily represent the universe of programs. In addition, the availability of ASPIRE indicators depends on the type of questions included in the survey. If transfer amounts are available, for example, adequacy and impact on poverty indicators can be generated. If only program participation questions are included in the survey, only non-monetary indicators can be generated such as coverage or beneficiary incidence. 
As a consequence, ASPIRE performance indicators are not fully comparable across harmonized program categories and countries. 
However, household surveys have the unique advantage of allowing analysis of program impact on household welfare. With such caveats in mind, ASPIRE indicators based on household surveys provide an approximate measure of social protection systems performance. 
Generally, ASPIRE indicators are based on a first level analysis of original household survey data (with no imputations) and on a unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data. While efforts are made to ensure consistency between ASPIRE indicators and WB regional and country reports, there may still be cases where ASPIRE performance indicators differ from official WB country reports.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Indicator definitions,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"ï Coverage 
    Percentage of population participating in Social Protection and Labor programs (includes direct and indirect beneficiaries). The indicator is reported for the entire population and for the poorest quintile of the post-transfer welfare distribution. Specifically the indicator is computed as (Number of individuals in the quintile who live in a household where at least one member receives the transfer)/(Number of individuals in that quintile).",,,,,,,,,,,,,,,,
"ï Benefit Incidence  
   Percentage of benefits going to the poorest quintile of the post-transfer welfare distribution relative to the total benefits going to the population. Specifically, benefit incidence is (Sum of all transfers received by all individuals in the quintile)/(Sum of all transfers received by all individuals in the population). The indicator includes both direct and indirect beneficiaries.

",,,,,,,,,,,,,,,,
"ï Average per capita transfer 
  Average transfer amount of  Social Protection and Labor programs among program beneficiaries (per capita, daily $ppp). The indicator is estimated for the entire population. For each household, per capital average transfer is estimated as total transfers received divided by the household size.
",,,,,,,,,,,,,,,,
"ï Adequacy
The total transfer amount received by all beneficiaries in a quintile as a share of the total welfare of beneficiaries in that quintile. The indicator includes both direct and indirect beneficiaries and is reported for all population and the poorest quintile.

",,,,,,,,,,,,,,,,
"ï Gini Inequality reduction 
    Gini inequality index reduction due to SPL programs as % of pre-transfer Gini index. 
     Gini inequality reduction is estimated as (Inequality pre transfer- inequality post transfer) / inequality pre transfer
    *Numbers in brackets and red represents increase in inequality due to all SP transfers
",,,,,,,,,,,,,,,,
"ï Poverty Headcount reduction 
      Poverty headcount reduction due to SPL programs as % of pre-transfer poverty headcount. 
     Poverty Headcount  reduction is estimated as (poverty headcount pre transfer- poverty headcount post transfer) / poverty headcount pre transfer
",,,,,,,,,,,,,,,,
"ï Poverty Gap reduction
      Poverty gap reduction due to SPL programs as % of pre-transfer poverty gap.
    Poverty Gap reduction is estimated as (poverty gap pre  transfer- poverty gap post transfer) / poverty gap pre transfer
",,,,,,,,,,,,,,,,
"ï Benefit-Cost Ratio 
   % reduction in poverty gap obtained for each $1 spent in SPL programs. 
  Benefit-cost ratio is estimated as (poverty gap pre-transfer - poverty gap post-transfer )/ total transfer amount",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,"Please note that ASPIRE indicators only refer to SPL programs captured in respective country household surveys,  not necessarily  the universe of SPL programs existing in a given country.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
